"text","hashtags","sentiment"
"bye bye corona sincerely 2pm","[]","0.5"
"idea kkkk","[]","0"
"corona yoplets need homes rt follow crimes sunday night communicate universe via randomized numbers find new keepers lt 3","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"situation andhra pradesh gigantic humanitarian crisis threatens overtake corona virus crisis ","[]","0"
"fine ill bite whats corona virus ","[]","0.4166666666666667"
"facts overlooked sant shri asharamji bapu case 1 call details girl speaking someone time said incident 2 fir register torn 3 fax yog vedant sewa samiti demanding ransom amount amidst corona fear want","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"could start nhs staff especially icu departments personally know many medics nurse cant get tested ","[]","0.16666666666666666"
"cure corona virus yet whereas satsang saint rampal ji maharaj get solid treatment epidemic ","['Benefits_Of_Satsang']","0"
"state govt 5 units ganganagar sugar mills amp 5 pvt distilleries supplying every day 5 0 lac bottles hand sanitizer this help reduce pricing amp hoarding hand sanitizer state amp ensure avlblty hospitals health wrkrs amp corona warriors 33 dist","[]","0"
"_leslie liar hospitals n t getting patients usually get peek flu season flu virus going around right symptoms say corona ","[]","0.10714285714285714"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","[]","-0.30000000000000004"
"unless poor north india rise revolt forgetting caste religious identities wd continue wallow pathetic condition ","[]","-0.2"
"whats easiest way raise money corona virus last time hard manage people donated go fund wont allow offer nudes exchange im trying figure run new campaign send help suggestions","[]","-0.14583333333333334"
"corona virus extremely serious threat people economy sense government taking threat seriously timely action critical ","[]","-0.3333333333333333"
"new terms art everybody learned days like social distancing self quarantine amp flattening curve epidemicall things impossible prisons ","[]","0"
"people","[]","0"
"85yrs old saint devoted entire life service hinduism awarded life sentence even denied bail 6yrs considering age services view corona outbreak ","[]","0.05"
"clarification delhi power discom tata issues clarification rumours power connection cut delhi providing uninterrupted power supply entire area operation without distinction committed power nation s fight","['MigrantWorkers']","0"
"bye bye corona sincerely 2pm","[]","0.5"
"elderly people vulnerable corona many jails decided release prisoners amidst outbreak sant shri asaram bapu ji 80s enough evidences prove framed fake case conspiracy ","[]","0.16666666666666666"
"whole problem would n t exist sprayed hell everyone coming airport month ago ","[]","0.2"
"listen treatment incurable diseases satsang metaphysical saint saint rampal ji maharaj could finish corona root information must watch sadhana tv 7 30 p m ","['Benefits_Of_Satsang']","-0.25"
"bye bye corona sincerely 2pm","[]","0.5"
"sex maid easy live whenever hear say auntie want tell something start developing symptoms corona virus","[]","-0.04015151515151516"
"black dirty please soon corona ","['crossdress', 'crossdressers', 'crossdressing', 'sexy', 'sissy', 'sissytraining']","-0.20138888888888892"
"fucking real","[]","0.2"
"1 rampur guy calls corona helpline asks samosas 2 repeatedly despite warnings 3 doesnt stop 4 arre samosa bhejo bhai 5 rampur dm gets samosas delivered guy 6 also orders clean drain punishment cc ","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"please corona save please stay re homes","[]","0"
"sunday mornings go clean old people s home worried allowed visitors right tried lighten mood scottie dog face mask bow tie matching combo thorough flirting ","[]","0.2380952380952381"
"sir good announcement many state government decided release prisoners seeing terrible disease like corona release sant shri asharamji bapu parole ","[]","0.705"
"corona virus claimed many lives god kept u n ur family alive tell god something","[]","0.3"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"_ m agree sant shri asharamji bapu worked welfare society 50 years age 84 years need early release account pandemic corona virus spread india ","[]","0"
" cant imagine satisfied ever nice slide deck six weeks discovery amen good stuff","[]","0.6125"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"sant shri asharamji bapu framed false rape case pocso act victim s age found different different certificates authentic proof still jail amidst corona outbreak ","[]","-0.23750000000000004"
"remember video wuhan woman affected corona forcefully separated family quarantined gave view rest world authoritative ccp imagine rest world seeing amp finding india treats poor","[]","-0.05000000000000002"
" negative news vestunadu","[]","-0.3"
"bye bye corona sincerely 2pm","[]","0.5"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","[]","0"
"contributions corona crisis tatas 1 5k cr vedanta 100cr akshay 25cr ambani 100 bed hospital ramdev isha foundation akshay patra sri sri donating equipments feeding poors creating panic taking credit donations businessman husband 0","[]","0"
"khalida begum jammu could n t go haj due corona virus turbulence donated entire 5 lakh rupees kept haj sewa bharti rss affiliate s great service amid lockdown due2 coronavirus pandemic great round applause","[]","-0.0625"
"dear journalist chemical solution scary except journalists probably failed science class 3 everything chemical including pure water tell us chemical ","[]","-0.125"
"miss corona better leave damn planet sight","[]","0.5"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","[]","0"
"educated cm kejriwal forced labourers move delhi corona epidemic sanghi cm yogi welcomed everyone quarantined 14 days avoid spreading rt proud sanghi ","[]","-0.30000000000000004"
"fuck corona","[]","-0.4"
"go lockdown effect mama boss papa corona ay3 bedroom","['WhenCoronaVirusIsOver', 'COVID19Ghana', 'Covid_19']","0"
"young rebel star contributes 50 lakhs towards tfi s help poor film workers grand total contribution towards relief efforts 4 5 cr hatsoff ","['Prabhas', 'CCC', 'CoronaCrisisCharity']","-0.15000000000000002"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"bye bye corona sincerely 2pm","[]","0.5"
"duuude animal crossing switches selling how much ebay thankfully still one giveaway winner drawn next friday april 3rd stream ","[]","0.3125"
"frightening corona ","[]","-0.5"
"pls anybody assist 2k even 1k least buy foodstuff home corona period pls dont let hunger finish pls dont mind amount sef even buy cup garri pls retweet well dm open pls","[]","-0.15"
"even proven culprits actors politicians big businessmen pastors granted bail parole sant shri asharamji bapu even single evidence found critical period corona menace ","[]","0"
"bye bye corona sincerely 2pm","[]","0.5"
"spray returning vips nris corporate executives airports like ok migrant labour remember coronavirus brought india poor international travellers spread didnt self isolate quarantine ","[]","0.25"
"central government included us insurance cover hope state govt consider us give insurance cover ","[]","0"
"deaths taken place till due corona almost 60 years age supreme court government india releasing elderly prisoners high risk demand ","[]","-0.0625"
"prizes guessing n t done airports disinfect brought india","['Covid_19']","0"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","[]","-0.30000000000000004"
" plasma donation dss volunteers new zealand offering selfless humanitarian services critical times lockdown due corona virus following teachings holiness saint dr msg ","['SelflessServiceByDSS']","0.13636363636363635"
"barbaric amid chinese virus outbreak hindus denied food supplies karachi pakistan food basic thing survive action pak eliminate minorities corona pandemic allah watching","[]","0"
" ashok kapoor agra shares overcame covid 19 menace via namo app","['MannKiBaat']","0"
"corona exposing everything weak public infrastructure poor leadership selfishness people stupid religious leaders systemic poverty everyones underwear outside ","[]","-0.315"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","[]","-0.30000000000000004"
"jhandewalan temple trust provide providing packed food 10 000 people everyday twice corona outbreak lockdown ","[]","-0.2"
"corona attacks elderly 60 years hindu saint sant shri asaram bapu ji 85 years old demand court govt releasing elderly prisoners ","[]","0.1"
"_ thought wouldnt mind mild dose corona im restricted theres guarantee mild ","[]","0.3333333333333333"
"early like fed govt responded corona took 2 months welcome","[]","0.45"
"lockdown continues spare thought struggling corona virus nhs doctors nurses fight day save lives send prayers everyone either disease saving thousands","[]","0"
"media suicide unfreedom press ","[]","0"
" the tories decided broadband counts need to have public utility free need ","[]","0.2"
"sex maid easy live whenever hear say auntie want tell something start developing symptoms corona virus","[]","-0.04015151515151516"
"corona took ur jobs yall worried mexicans","[]","0"
"morality crisis","[]","0"
"kinda treatment international travellers absolute inhumane behaviour","[]","-0.175"
"kbs 456q kisii prestige plying kisii kericho nakuru route carrying 14 passenger kind madness kenyans high alert contracting corona virus stopped roads passengers stop indiscipline","[]","0.6"
"sant shri asharamji bapu 84 yrs old corona infection highest among aged people 60 yrs due corona virus attack india ","['ReleaseAsharamjiBapuOnParole']","0.09375"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","[]","-0.30000000000000004"
"coronavirus morto alan merrill degli arrows sua la hit love rock n roll ","[]","0.5"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","[]","-0.02023809523809525"
"_uk essential workers stop working care get corona ","[]","0"
"contribute country also indian government decided anyone already prison 6 years 60 yrs released seeing corona virus sant shri asharamji bapu released please","[]","0"
"inhumanity criminal ","[]","-0.4"
"spreading hatred think patients corona virus wards n t need sadhguru s positive vibes s m suggesting ","[]","0.22727272727272727"
"people wo n t even know whether cry ones loss wail yet unknown misfortunes pandemic still holds","[]","-0.1"
"corona virus killed millions people u n ur family still alive thank god de gift life","[]","-0.05"
"dnyada heryer ayn messages different levels government even within level government inconsistent mind bogglingly illogical even try right thing cant ","[]","0"
"especially small boobs lol","[]","0.15000000000000002"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","[]","0"
"working corona opd today special protective gear provided basins wash hands periodically hope one sneezes face ","[]","-0.08928571428571429"
"happy birthday put peoples safety personal life event warrior fighting keep bay letting take country best wishes fiance ms shalini","[]","0.5"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"corona free two days ago cleared mass dept health thanks everyones thoughts prayers im everyone thats effected stay safe stay together apart much love ","[]","0.30000000000000004"
"young rebel star contributes 50 lakhs towards tfi s help poor film workers grand total contribution towards relief efforts 4 5 cr hatsoff ","['Prabhas', 'CCC', 'CoronaCrisisCharity']","-0.15000000000000002"
"sir good announcement many state government decided release prisoners seeing terrible disease like corona release sant shri asharamji bapu parole ","[]","0.705"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","[]","-0.02023809523809525"
"corona exposing everything weak public infrastructure poor leadership selfishness people stupid religious leaders systemic poverty everyones underwear outside ","[]","-0.315"
"contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist","['CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"pls anybody assist 2k even 1k least buy foodstuff home corona period pls dont let hunger finish pls dont mind amount sef even buy cup garri pls retweet well dm open pls","[]","0"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","[]","0"
"stupid cow said boris co negligent getting corona nasty sour faced idiot","[]","-0.5766666666666665"
"today whole world accepted staying quarantine way safeguard corona virus virus proved fatal old aged people need time bcoz 84 years old","[]","0.1"
"time bit help defeat im pledging 52 lakh fight 31 lakh pm cares fund amp 21 lakh cms disaster relief fund please bit jai hind ","['COVID19', 'Corona']","0"
"chuck todd asked biden trump blood hands corona response anyone blood hands msm 4 years constant lies created atmosphere one trusts media people dying public n t know trust ","[]","0"
"prizes guessing n t done airports disinfect brought india","['Covid_19']","0"
"sick guy travelled way kerala afghanistan attack gurdwara kill sikhs kabul time entire world meltdown mode fighting common enemy corona exactly wrong psychos ","[]","-0.7142857142857143"
"cows get respect concern india modi yogi government kiiling migrant laborers chemical solution ","['Corona']","0.5"
"_bapuji already basis false allegations tolerated much innocent sant want justice moreover jail safe preventing corona","['ReleaseAsharamjiBapuOnParole']","-0.4000000000000001"
"sir good announcement many state government decided release prisoners seeing terrible disease like corona release sant shri asharamji bapu parole ","[]","0.705"
"inspiration annayya narsapur yerramsetti palem panchayat 780 votes majority vachina gramam lo vegetables distribution","[]","0"
"bye bye corona sincerely 2pm","[]","0.5"
"dear donkeys family must definition least 2 people makes 80 crore families 160 crore people population india so unless hyper efficiency aditya singh bisht supplying free ration many china youre idiots","[]","-0.3"
"another jehaadi spotted facebook sadly doctor someone sheohar find information cc","['corona']","0"
"let s stop fight within fight main enemy carry corona gone lets take centre stage nothing else ","[]","0.08333333333333333"
"bye bye corona sincerely 2pm","[]","0.5"
"contribute country also indian government decided anyone already prison 6 years 60 yrs released seeing corona virus sant shri asharamji bapu released please","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"way treat humans holy cow government mind shameful video ","[]","0"
"morning theme activities week letters alien friend start re making alien friends 30 3 20 making alien friend via","[]","-0.25"
"reduce risk serious lung disease caused corona virus quitting smoking vaping ","['HashiEnergy', 'LPG', 'HashiGas']","-0.3333333333333333"
"excellent resource psychological first aid context corona virus wonderful people nes scotland ","[]","0.5625"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","[]","-0.30000000000000004"
"corona impact lovers life","[]","0"
"bye bye corona sincerely 2pm","[]","0.5"
"life unpredictable never thought go phase cake flowers still s birthday happy birthday ","['LockDown', 'Corona']","-0.16666666666666666"
"sant shri asharamji bapu worked welfare society 50 years age 84 years need early release account pandemic corona virus spread india ","[]","0.25"
"man real culprit behind presence corona virus pakistan punished","[]","-0.1"
"bahraini government launched app uses location data notify youve come proximity active corona case also tracks movement quarantined people detect theyve broken quarantine bahrain youre amazing sweetie","[]","0"
"barbaric amid chinese virus outbreak hindus denied food supplies karachi pakistan food basic thing survive action pak eliminate minorities corona pandemic allah watching","[]","0"
" s prime time telecast evng certainly spread lot cheer among ppl see much online talk abt telecast noted celebrities trending top everyone needed short break stress","['Ghilli', 'SunTV']","0.20714285714285713"
"erode top list corona affected cases tn specific reason random anyone answer convincingly ","[]","0.25"
"cows get respect concern india modi yogi government kiiling migrant laborers chemical solution ","['Corona']","0.5"
"incredible india","[]","0.9"
"hadeh 30x","[]","0"
"thing taking space year corona virus ","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"concerned former flight medic haunted die alone isolation corona virus ","[]","0"
"weepy man records bodies placed back refrigerated truck brooklyn president united states tweeting ratings corona virus pressers ","[]","0"
"wrong constantly exposed corona virus twitter wants catch std ","['clapforNHS']","-0.09999999999999999"
"earth sure n t done airports coronavirus came quarantine centres ","[]","0.5"
"darling contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0"
"remember keep 6 foot distance dont touch 19","['coronavirus', 'corona', 'covid19', 'covid', 'socialdistancing', 'physicaldistance', 'stayhome', 'flattenthecurve', 'coronadk']","0"
"weepy man records bodies placed back refrigerated truck brooklyn president united states tweeting ratings corona virus pressers ","[]","0"
"shame name corona innuma procedure ","[]","0"
"truth eu starts dawn member states eu coronavirus ultimate victim ","[]","-0.037500000000000006"
"world s powerful man n t afraid answering questions press conference man believes monologues democracy name ","[]","0.05000000000000002"
"changed time least till corona controlled ","[]","-0.3"
"bye bye corona sincerely 2pm","[]","0.5"
"pandemic corona virus spreading india risk old people govt must release 84 yr old sant shree asaram bapu ji parole people india demanding","[]","0.13333333333333333"
"excellent work done applaudable hail corona warriors open areas sanitized colony makarba","[]","0.5666666666666667"
"goose bumps rewind 2007 world cup t20 india vs paki final joginder sharma bowled last death scooped shot air give india famous win corona warrior haryana cop super duper","[]","0"
"corona virus hysteria charts puts perspective amp lets decide ","[]","0"
"bye bye corona sincerely 2pm","[]","0.5"
"kind treatment chance infected need run rest isolate hospital n t see happening coming airports s stressing see bjp govt thinks poor less humans ","[]","0.6"
"1 kill coronavirus infection 2 may may disinfect skin washing hands soap 3 demeaning humans public health devoid ethics ","[]","0"
"positive scary word days corona test positive","[]","-0.10890151515151514"
"post least one tweet today offering prayer god appealing save world corona virus lord birth creation re innocent treat water milk alike live leave instruct please save us unrest keep viruses away ","[]","0.1"
"ways corona spread strange single person got infected kanika kapoor 25 people coming contact late mr ragi tested corona positive ","[]","-0.007142857142857145"
"corona attacks mostly old pple due weak immune system govt ordered release prisoners parole 84 yrs innocent sant shri asharamji bapu still jail parole ","['ReleaseAsharamjiBapuOnParole']","0.024999999999999994"
"1 rampur guy calls corona helpline asks samosas 2 repeatedly despite warnings 3 doesnt stop 4 arre samosa bhejo bhai 5 rampur dm gets samosas delivered guy 6 also orders clean drain punishment cc ","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"fuck corona virus ","[]","-0.5"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist darling ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"nasty beasts santals asuras","[]","-1"
"barbaric amid chinese virus outbreak hindus denied food supplies karachi pakistan food basic thing survive action pak eliminate minorities corona pandemic allah watching","[]","0"
" the tories decided broadband counts need to have public utility free need ","[]","0.2"
"corona virus mortality rate 2 likely ward flu like symptoms immune system strong ","[]","0"
"germany activates flying icu plane airbus a310 medevac fly corona patients italy hospitals germany ","[]","0.8"
"bye bye corona sincerely 2pm","[]","0.5"
"pmln set corona fund mr shahbaz sharif requested pakistanis raise much money possible said spend fund treatment infected victims next election together eliminate coronavirus pakistan","[]","0.1"
"chinese spokesperson sent dm asked call corona virus s response ","['ChineseVirus19', 'ChinaVirus19']","0"
"bye bye corona sincerely 2pm","[]","0.5"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"_motho dangers side either get corona get shot","[]","0"
"young rebel star contributes 50 lakhs towards tfi s help poor film workers grand total contribution towards relief efforts 4 5 cr hatsoff ","['Prabhas', 'CCC', 'CoronaCrisisCharity']","-0.15000000000000002"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"kasoa vandamme ei go a k a sogakope justin bieber lets join hands children curb dis social menace corona virus stay away crowded area 2 wash ur hands frequently use sanitizer 3 avoid handshaken ","['FUNNYFANS']","-0.75"
"nice see chinna pumpin jing_jang_in balance money market keep corona virus control economically world wise speaking ","[]","0.5333333333333333"
"patanjali lot nation n corona pandemic patanjali always took stand helping nation n t ask much money unilever nestle donated answer none ","[]","0"
"fauci amp birx reveal establishment operatives evidence model predicted 165 million infected 1 2 million dead yet current corona infected 125000 amp 2500 dead one suggest model close real outcome damage us economy extending date","[]","-0.05"
"everyone need bit hope grandad 82 arriving back home beating corona virus done like true trooper nice back","[]","0"
"corona recession likely cause exodus migrant workers gulf countries layoffs hit hard home countries leaving unemployed citizens drop foreign remittances ","[]","-0.14583333333333334"
"despite corona suspicious trips turkey misurata tripoli","[]","0"
"everyone need bit hope grandad 82 arriving back home beating corona virus done like true trooper nice back","[]","0"
"yes sir sant shri asharamji bapu self realized saint need keep mind lots solution let s take benefit hindu saint make world corona covid 19 free world ","['ReleaseAsharamjiBapuOnParole']","0"
" corona non jews goyims laugh s nauseating ","['COVID']","0.15"
"rich people brought virus india territory amp n t even quarantined govt n t want inconvenience poor singled suffer modi half smart vicious d stopped bad optics ","[]","0.375"
"bye bye corona sincerely 2pm","[]","0.5"
"corona exposing everything weak public infrastructure poor leadership selfishness people stupid religious leaders systemic poverty everyones underwear outside ","[]","-0.315"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"making memes corona deep inside condition","[]","0"
"stray bullet allegedly fired men nigeria customs service ogun state command 1 pursuing rice smugglers killed pupil good see things dont change corona corona","[]","-0.1"
"sant shri asharamji bapu 84 yrs old corona infection highest among aged people 60 yrs due corona virus attack india ","[]","0.16666666666666666"
"next corona test kanika kapoor tell us whether s really human bat ","[]","0"
"_soomy lol even corona corona getting worse worse aint ordering anything","[]","-0.033333333333333326"
"would like concentrate corona pandemic ","[]","0"
"observed today s medical situation worst nurses ready care corona patients need allocate police force hospital check daily care reports need forcefully perform duty nursing amp doctors ","['CoronaInMaharashtra']","-0.275"
"sir one helpline reqd stop fake news post social media regarding corona virus wrong info posted whtsapp number b given ","[]","-0.32222222222222224"
"happy birthday put peoples safety personal life event warrior fighting keep bay letting take country best wishes fiance ms shalini","[]","0.5"
" new video corona virus found torah scriptures ","['Live']","0.13636363636363635"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","[]","0"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","[]","-0.30000000000000004"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"prime minister s relief fund small contribution 4m side corona fight pls help home amp help india ","['Narendermodi', 'NAMO', 'help', 'HelpFightCorona', 'DonateKaroNaIndia', 'IndiaFightsCorona', 'fightagainstcorona', 'codiv19', 'FeedTheNeedy', 'COVID2019india', 'GoFundMe']","-0.25"
"whats easiest way raise money corona virus last time hard manage people donated go fund wont allow offer nudes exchange im trying figure run new campaign send help suggestions","[]","-0.14583333333333334"
" say sir ","[]","0"
"hope doctor already received protective gear please check","[]","0"
"bahraini government launched app uses location data notify youve come proximity active corona case also tracks movement quarantined people detect theyve broken quarantine bahrain youre amazing sweetie","[]","0"
"sir pandemic corona virus spreading india risk old people govt must release 84 yr old sant shree asaram bapu ji parole people india demanding","[]","0.15000000000000002"
" ve thinking re developing digital services differently corona amp bits might change forever hypotheses provocation return revisit stage","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight actor big heart true pan indian star prabhas","['Prabhas', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"yep managed snag one swag animal crossing le nintendo switches giving away fast winner drawn april 3rd stream signed lt 3 enter rt extra entries ","[]","0.125"
"chuck todd asked biden trump blood hands corona response anyone blood hands msm 4 years constant lies created atmosphere one trusts media people dying public n t know trust ","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"bye bye corona sincerely 2pm","[]","0.5"
"aung san suu kyi stop lying people world corona myanmar ","[]","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"stress busters stress resulting lockdown self isolation wawake corona virus watch video also avoid monotony amp boredom via","[]","0"
"beginning year prayedddd fasted cried 2020 prosperous year corona came sudden believe prayer believe jesus rose widows son dead ","[]","0"
"delhi govt streamlines medical facilities medical teams quarantine facilities hospitals run 2 shifts shift 1 8 6 pm shift 2 6 pm 8 shift 14 days followed 14 days break docs nurses provided accommodation","['Corona']","0"
"stupid cow said boris co negligent getting corona nasty sour faced idiot","[]","-0.5766666666666665"
"dangerous corona virus mis information rumors might spread around people get panicked remain careful spread false propaganda lies ","[]","-0.04999999999999999"
"_msgs even proven culprits actors politicians big businessmen pastors granted bail parole sant shri asharamji bapu even single evidence found critical period corona menace ","[]","0"
"low iq media resorting sensationalism create panic chemical solution disinfectant spray measure used widely across world prevent reduce imported cases hope takes action journalist ","[]","0"
"telecom companies planning donate 1billion covid19 please begging easy access internet corona times would help stay home curb spread covid19 thank","['CutDataPrices']","0.43333333333333335"
"mess neither one created corona virus ","[]","-0.175"
"overall management covid 19 centre state govts stand totally expose deaths caused messy lockdown exceeds deaths caused corona virus seem heading direction ","[]","-0.06666666666666667"
"zee hindustan news channel showed whole story mirchi perfomance hayeeee india hi chiz chal rahi corona aur ","['SidNaaz']","0.2"
"video massively viral social media shared false claim people italy iran hiding patna mosque avoid getting tested coronavirus ","[]","-0.12222222222222225"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
" holyshit m tired corona take life walls upload vienneta de fak need survive shit ","[]","-0.30000000000000004"
"bastards sadists","[]","0"
"dear ji amp ji corona situation control let s create massive small scale industries amp bihar reduce india s dependence china amp reduce states dependence states owe bottom pyramid workforce ","[]","-0.125"
"ok guys tweet scheduled corona crisis thought would normal saturday night plonker ","[]","0.34375"
"inhumanity criminal ","[]","-0.4"
"patanjali lot nation n corona pandemic patanjali always took stand helping nation n t ask much money unilever nestle donated answer none ","[]","0"
" social distancing advice re hearing right n t simple behind bars crowding issues ventilation issues security issues especially senior citizens higher risk getting infected ","[]","-0.02023809523809525"
"jess phillips seems sort cant understand corona virus getting attention","[]","0.5"
"theres tension around people dey frustrate ridee common jokes turn serious dont mind wai chop corona free kiss","[]","-0.31666666666666665"
"everyone need bit hope grandad 82 arriving back home beating corona virus done like true trooper nice back","[]","0"
"cows get respect concern india modi yogi government kiiling migrant laborers chemical solution ","['Corona']","0.5"
"street wey go pass come fit get corona never tell","[]","0.4"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","[]","0"
"come n t done airports since almost cases reportedly brought passengers abroad ","[]","0"
"n t rt lying moron everyone deserves see twisted amp lying mindset nationalist arent right head ","[]","-0.33809523809523806"
"always happy single time corona bitch sigh ","[]","0.3642857142857143"
"look wrist corona neck got ebola","[]","0"
"corona tragedy become pr opportunity","[]","0"
"satsangs true satguru tell us god eradicates even worst diseases even epidemic like corona ","['Benefits_Of_Satsang']","-0.325"
"constituency help curb spread corona virus gone beyond ability offer education people telling ways upon follow avoid spread","[]","0"
"cant believe say let alone second time corona parties theyre illegal dangerous stupid crash party pay big fine name amp shame everyone gets message heads ","[]","-0.25"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","[]","-0.30000000000000004"
"request pm declare media medical emergency which channel telecast debate corona r creating panic channel give data suspect cases casualties govt representative give data corona","[]","0"
"ya corona given notice us reaching given us time plan actually spreading ","[]","0"
"spraying migrant labourers disinfectants animals spray disinfectant passengers airlifted various countries fucking morality","[]","0"
"good thinking bishop jb prophesied yesterday scattered church come stronger industrial growth ready co rdination though let s us stitchers","[]","0.44999999999999996"
"phishing alert corona 1 u get whatsapp msg link 2 says u click link app tell u proximity corona infected nearby 3 u click download ask otp 4 boom ur bank a c cleaned take care home","[]","0"
"whatever happened vow return united states longer ","['POTUS']","0"
"young rebel star contributes 50 lakhs total contribution 4 5 cr fight aganist ","['Prabhas', 'CCC', 'CoronaCrisisCharity', 'Prabhas']","0.05"
"mahamari jaisi aapda bhi at bharat gas agency kutchari shop ganga ashram dwara irresponsible behaviour ko darshata hai they following govt guidelines govt need something stop spreading corona desease ","[]","0"
"1 rampur guy calls corona helpline asks samosas 2 repeatedly despite warnings 3 doesnt stop 4 arre samosa bhejo bhai 5 rampur dm gets samosas delivered guy 6 also orders clean drain punishment cc ","[]","0"
"corona riot china virus isnt yet beaten place started ","[]","0"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","[]","-0.30000000000000004"
"r u trying kill corona humans migrant labourers families forced take bath chemical solution upon entry bareilly ","[]","-0.30000000000000004"
"human s true nature comes alive crisis continue peak ","[]","0.11249999999999999"
"chuck todd asked biden trump blood hands corona response anyone blood hands msm 4 years constant lies created atmosphere one trusts media people dying public n t know trust ","[]","0"
"treat innocent citizens like slaves animals people pay tax keep ","[]","0.5"
